wv er
3359.23446661429 1.818893536992161e-16
3360.2342387769727 1.7900962696700869e-16
3361.2340109396555 1.8033236155837488e-16
3362.2337831023383 1.8384589392825512e-16
3363.233555265021 1.8900387459078058e-16
3364.233327427704 1.9331357822641046e-16
3365.2330995903867 1.9746607784098586e-16
3366.2328717530695 1.9962513835375747e-16
3367.2326439157523 1.9720012273043781e-16
3368.232416078435 1.95212533449926e-16
3369.232188241118 1.9227392469299461e-16
3370.2319604038007 1.9108082584722773e-16
3371.2317325664835 1.9055341548866392e-16
3372.2315047291663 1.908651500830331e-16
3373.231276891849 1.9505931313070157e-16
3374.231049054532 1.9890354569203562e-16
3375.2308212172147 2.0096288131015783e-16
3376.2305933798975 2.0375022851155532e-16
3377.2303655425803 2.059570537416182e-16
3378.230137705263 2.0543362708488444e-16
3379.229909867946 2.0310006455008864e-16
3380.2296820306287 1.9920012633758283e-16
3381.2294541933115 1.9856612217656298e-16
3382.2292263559943 2.0036140850826847e-16
3383.228998518677 2.0069896437263911e-16
3384.22877068136 2.0193767064865972e-16
3385.2285428440427 2.0482982494239013e-16
3386.2283150067256 2.0416233651017414e-16
3387.2280871694084 2.0353517478718133e-16
3388.227859332091 2.0678420788439162e-16
3389.227631494774 2.089054827867818e-16
3390.2274036574568 2.0754796690501898e-16
3391.2271758201396 2.0596441234034746e-16
3392.2269479828224 2.0563302393462402e-16
3393.226720145505 2.0523293321594437e-16
3394.226492308188 2.0554470751498296e-16
3395.226264470871 2.0960859954234168e-16
3396.2260366335536 2.1356604335103218e-16
3397.2258087962364 2.1600676878854544e-16
3398.225580958919 2.179449786952103e-16
3399.225353121602 2.2151049771222827e-16
3400.225125284285 2.207511988494638e-16
3401.2248974469676 2.202037508677415e-16
3402.2246696096504 2.1684885188701423e-16
3403.224441772333 2.158876547803378e-16
3404.224213935016 2.1622675912681515e-16
3405.223986097699 2.140064475440452e-16
3406.2237582603816 2.109972306500263e-16
3407.2235304230644 2.0994999352475456e-16
3408.223302585747 2.074610004441376e-16
3409.22307474843 2.0898757880821647e-16
3410.222846911113 2.0928846079294896e-16
3411.2226190737956 2.0951909198261854e-16
3412.2223912364784 2.0876065338769112e-16
3413.222163399161 2.0860826686652415e-16
3414.221935561844 2.0673613876463494e-16
3415.221707724527 2.0709078087173847e-16
3416.2214798872096 2.0805936304692376e-16
3417.2212520498924 2.1019441546959663e-16
3418.2210242125752 2.1415654442927663e-16
3419.220796375258 2.1483176203713632e-16
3420.220568537941 2.1621288896230386e-16
3421.2203407006236 2.176549757898941e-16
3422.2201128633064 2.2163089550474659e-16
3423.2198850259892 2.3264130473253783e-16
3424.219657188672 2.3079453467950704e-16
3425.219429351355 2.1817407463766298e-16
3426.2192015140376 2.1546356920644922e-16
3427.2189736767205 2.1554146976781701e-16
3428.2187458394033 2.175019010544575e-16
3429.218518002086 2.198964499614556e-16
3430.218290164769 2.208309258256241e-16
3431.2180623274517 2.1915332413402776e-16
3432.2178344901345 2.1710501317910965e-16
3433.2176066528173 2.16539512807699e-16
3434.2173788155 2.1561087352993266e-16
3435.217150978183 2.1594160019116607e-16
3436.2169231408657 2.1766940181977703e-16
3437.2166953035485 2.1388590416773908e-16
3438.2164674662313 2.1008651141305032e-16
3439.216239628914 2.0574929244152447e-16
3440.216011791597 1.9947243419523528e-16
3441.2157839542797 1.962235863864822e-16
3442.2155561169625 1.93883604930133e-16
3443.2153282796453 1.9600877089012464e-16
3444.215100442328 1.9900979538735683e-16
3445.214872605011 2.0163527988648994e-16
3446.2146447676937 2.0544949571775565e-16
3447.2144169303765 2.0900118427493174e-16
3448.2141890930593 2.1261751203389517e-16
3449.213961255742 2.1579763105991244e-16
3450.213733418425 2.1712325085725522e-16
3451.2135055811077 2.1726002020845718e-16
3452.2132777437905 2.147720197445753e-16
3453.2130499064733 2.133292579376052e-16
3454.212822069156 2.145384107047005e-16
3455.212594231839 2.1608069888297298e-16
3456.2123663945217 2.1632648402146454e-16
3457.2121385572045 2.1339605442643008e-16
3458.2119107198873 2.1051554683572442e-16
3459.21168288257 2.0931334238577455e-16
3460.211455045253 2.0703548550215053e-16
3461.2112272079357 2.0524681661534546e-16
3462.2109993706185 2.0753954951510564e-16
3463.2107715333013 2.0991101677429107e-16
3464.210543695984 2.1305043851417072e-16
3465.210315858667 2.1308249341726838e-16
3466.2100880213497 2.1204282664896273e-16
3467.2098601840326 2.1240493323391394e-16
3468.2096323467154 2.1321587463668133e-16
